,State_Name,District_Name,Labour_hours,Crop_Year,Season,Crop,Area,Production,yield
13758,Assam,BONGAIGAON,699.6,2011,Autumn     ,Rice,15953.0,17728.0,1111.2643389958002
13786,Assam,BONGAIGAON,699.6,2011,Summer     ,Rice,10507.0,31151.0,2964.7853811744553
13794,Assam,BONGAIGAON,699.6,2011,Winter     ,Rice,36205.0,48899.0,1350.6145560005525
13796,Assam,BONGAIGAON,699.6,2012,Autumn     ,Rice,12922.0,16900.0,1307.8470824949698
13823,Assam,BONGAIGAON,699.6,2012,Summer     ,Rice,10740.0,31907.0,2970.856610800745
13831,Assam,BONGAIGAON,699.6,2012,Winter     ,Rice,35931.0,57117.0,1589.6301244051099
13833,Assam,BONGAIGAON,699.6,2013,Autumn     ,Rice,11021.0,17595.0,1596.497595499501
13861,Assam,BONGAIGAON,699.6,2013,Summer     ,Rice,13070.0,38727.0,2963.045141545524
13869,Assam,BONGAIGAON,699.6,2013,Winter     ,Rice,32690.0,66164.0,2023.982869379015
13871,Assam,BONGAIGAON,699.6,2014,Autumn     ,Rice,5865.0,7909.0,1348.5080988917307
13898,Assam,BONGAIGAON,699.6,2014,Summer     ,Rice,11685.0,38969.0,3334.959349593496
13905,Assam,BONGAIGAON,699.6,2014,Winter     ,Rice,35299.0,69061.0,1956.4576900195473
13906,Assam,CACHAR,699.6,1997,Autumn     ,Rice,8278.0,7956.0,961.1017153901909
13919,Assam,CACHAR,699.6,1997,Summer     ,Rice,7200.0,7843.0,1089.3055555555557
13931,Assam,CACHAR,699.6,1997,Winter     ,Rice,88000.0,94250.0,1071.0227272727273
13932,Assam,CACHAR,699.6,1998,Autumn     ,Rice,8500.0,11894.0,1399.2941176470588
13946,Assam,CACHAR,699.6,1998,Summer     ,Rice,6800.0,11220.0,1650.0
13958,Assam,CACHAR,699.6,1998,Winter     ,Rice,87641.0,179644.0,2049.7712257961457
13959,Assam,CACHAR,699.6,1999,Autumn     ,Rice,7800.0,7199.0,922.9487179487179
13973,Assam,CACHAR,699.6,1999,Summer     ,Rice,7800.0,13416.0,1720.0
13985,Assam,CACHAR,699.6,1999,Winter     ,Rice,87864.0,161235.0,1835.0518983884185
13986,Assam,CACHAR,699.6,2000,Autumn     ,Rice,12000.0,26674.0,2222.8333333333335
14000,Assam,CACHAR,699.6,2000,Summer     ,Rice,8000.0,17616.0,2202.0
14012,Assam,CACHAR,699.6,2000,Winter     ,Rice,84000.0,177395.0,2111.845238095238
14013,Assam,CACHAR,699.6,2001,Autumn     ,Rice,9000.0,18819.0,2091.0
14031,Assam,CACHAR,699.6,2001,Summer     ,Rice,9000.0,12015.0,1335.0
14043,Assam,CACHAR,699.6,2001,Winter     ,Rice,84093.0,193910.0,2305.8994208792647
14044,Assam,CACHAR,699.6,2002,Autumn     ,Rice,9010.0,17300.0,1920.0887902330744
14062,Assam,CACHAR,699.6,2002,Summer     ,Rice,9110.0,15943.0,1750.0548847420416
14077,Assam,CACHAR,699.6,2002,Winter     ,Rice,87000.0,186815.0,2147.2988505747126
14078,Assam,CACHAR,699.6,2003,Autumn     ,Rice,9250.0,18799.0,2032.3243243243244
14096,Assam,CACHAR,699.6,2003,Summer     ,Rice,9865.0,0.0,0.0
14111,Assam,CACHAR,699.6,2003,Winter     ,Rice,90081.0,215840.0,2396.0657630354904
14112,Assam,CACHAR,699.6,2004,Autumn     ,Rice,10174.0,2140.0,210.3400825633969
14129,Assam,CACHAR,699.6,2004,Summer     ,Rice,9990.0,14835.0,1484.984984984985
14138,Assam,CACHAR,699.6,2004,Winter     ,Rice,82968.0,148467.0,1789.4489441712467
14139,Assam,CACHAR,699.6,2005,Autumn     ,Rice,9411.0,18157.0,1929.338008713208
14157,Assam,CACHAR,699.6,2005,Summer     ,Rice,10261.0,16722.0,1629.6657245882468
14168,Assam,CACHAR,699.6,2005,Winter     ,Rice,90194.0,183913.0,2039.0824223340799
14169,Assam,CACHAR,699.6,2006,Autumn     ,Rice,4070.0,6344.0,1558.7223587223586
14187,Assam,CACHAR,699.6,2006,Summer     ,Rice,7819.0,8100.0,1035.938099501215
14199,Assam,CACHAR,699.6,2006,Winter     ,Rice,89689.0,151116.0,1684.8888938442842
14200,Assam,CACHAR,699.6,2007,Autumn     ,Rice,10130.0,16238.0,1602.9615004935833
14218,Assam,CACHAR,699.6,2007,Summer     ,Rice,9680.0,18533.0,1914.5661157024792
14232,Assam,CACHAR,699.6,2007,Winter     ,Rice,79842.0,64012.0,801.733423511435
14233,Assam,CACHAR,699.6,2008,Autumn     ,Rice,8350.0,13808.0,1653.6526946107786
14251,Assam,CACHAR,699.6,2008,Summer     ,Rice,9560.0,21126.0,2209.8326359832636
14265,Assam,CACHAR,699.6,2008,Winter     ,Rice,93610.0,199711.0,2133.43659865399
14266,Assam,CACHAR,699.6,2009,Autumn     ,Rice,8276.0,16457.0,1988.5210246495892
14284,Assam,CACHAR,699.6,2009,Summer     ,Rice,8902.0,6448.0,724.3316108739609
14298,Assam,CACHAR,699.6,2009,Winter     ,Rice,93082.0,204084.0,2192.5184246148556
14299,Assam,CACHAR,699.6,2010,Autumn     ,Rice,8359.0,16087.0,1924.5125014953942
14318,Assam,CACHAR,699.6,2010,Summer     ,Rice,7332.0,14228.0,1940.5346426623023
14331,Assam,CACHAR,699.6,2010,Winter     ,Rice,88908.0,195008.0,2193.3684257884556
14333,Assam,CACHAR,699.6,2011,Autumn     ,Rice,7700.0,13116.0,1703.3766233766235
14361,Assam,CACHAR,699.6,2011,Summer     ,Rice,7990.0,14971.0,1873.7171464330413
14369,Assam,CACHAR,699.6,2011,Winter     ,Rice,90682.0,177981.0,1962.6938091352197
14371,Assam,CACHAR,699.6,2012,Autumn     ,Rice,7680.0,15518.0,2020.5729166666667
14398,Assam,CACHAR,699.6,2012,Summer     ,Rice,7547.0,14736.0,1952.5639326884855
14406,Assam,CACHAR,699.6,2012,Winter     ,Rice,91912.0,202725.0,2205.642353555575
14408,Assam,CACHAR,699.6,2013,Autumn     ,Rice,6430.0,10288.0,1600.0
14436,Assam,CACHAR,699.6,2013,Summer     ,Rice,7700.0,12958.0,1682.857142857143
14444,Assam,CACHAR,699.6,2013,Winter     ,Rice,82347.0,153041.0,1858.4890767119628
14446,Assam,CACHAR,699.6,2014,Autumn     ,Rice,6752.0,13796.0,2043.2464454976302
14473,Assam,CACHAR,699.6,2014,Summer     ,Rice,8235.0,16088.0,1953.6126290224652
14480,Assam,CACHAR,699.6,2014,Winter     ,Rice,92895.0,216009.0,2325.30276118198
14481,Assam,CHIRANG,699.6,2005,Autumn     ,Rice,10417.0,8313.0,798.022463281175
14500,Assam,CHIRANG,699.6,2005,Summer     ,Rice,3438.0,5583.0,1623.9092495636999
14510,Assam,CHIRANG,699.6,2005,Winter     ,Rice,29259.0,35506.0,1213.506955124919
14511,Assam,CHIRANG,699.6,2006,Autumn     ,Rice,15038.0,13303.0,884.625615108392
14530,Assam,CHIRANG,699.6,2006,Summer     ,Rice,3757.0,7578.0,2017.034868245941
14542,Assam,CHIRANG,699.6,2006,Winter     ,Rice,32687.0,42532.0,1301.1900755652093
14543,Assam,CHIRANG,699.6,2007,Autumn     ,Rice,15899.0,12476.0,784.703440467954
14562,Assam,CHIRANG,699.6,2007,Summer     ,Rice,3182.0,5118.0,1608.4223758642363
14576,Assam,CHIRANG,699.6,2007,Winter     ,Rice,34552.0,34188.0,989.4651539708266
14577,Assam,CHIRANG,699.6,2008,Autumn     ,Rice,14608.0,8786.0,601.4512595837897
14596,Assam,CHIRANG,699.6,2008,Summer     ,Rice,3419.0,4668.0,1365.311494589061
14610,Assam,CHIRANG,699.6,2008,Winter     ,Rice,33354.0,35693.0,1070.126521556635
14611,Assam,CHIRANG,699.6,2009,Autumn     ,Rice,14635.0,12473.0,852.2719508028698
14630,Assam,CHIRANG,699.6,2009,Summer     ,Rice,3453.0,4995.0,1446.5682015638574
14644,Assam,CHIRANG,699.6,2009,Winter     ,Rice,33708.0,52037.0,1543.7581583007002
14645,Assam,CHIRANG,699.6,2010,Autumn     ,Rice,15372.0,15765.0,1025.5659640905542
14664,Assam,CHIRANG,699.6,2010,Summer     ,Rice,1713.0,4240.0,2475.189725627554
14677,Assam,CHIRANG,699.6,2010,Winter     ,Rice,35740.0,57482.0,1608.3379966424175
14679,Assam,CHIRANG,699.6,2011,Autumn     ,Rice,15177.0,17161.0,1130.724122026751
14708,Assam,CHIRANG,699.6,2011,Summer     ,Rice,442.0,1106.0,2502.262443438914
14716,Assam,CHIRANG,699.6,2011,Winter     ,Rice,35480.0,42430.0,1195.8850056369786
14718,Assam,CHIRANG,699.6,2012,Autumn     ,Rice,17722.0,22966.0,1295.9033969077982
14746,Assam,CHIRANG,699.6,2012,Summer     ,Rice,3262.0,9672.0,2965.0521152667075
14754,Assam,CHIRANG,699.6,2012,Winter     ,Rice,36176.0,50867.0,1406.0979655019903
14756,Assam,CHIRANG,699.6,2013,Autumn     ,Rice,8879.0,11707.0,1318.504336073882
14785,Assam,CHIRANG,699.6,2013,Summer     ,Rice,2727.0,6025.0,2209.3876054272096
14793,Assam,CHIRANG,699.6,2013,Winter     ,Rice,35250.0,58207.0,1651.2624113475176
14795,Assam,CHIRANG,699.6,2014,Autumn     ,Rice,6255.0,6553.0,1047.6418864908073
14822,Assam,CHIRANG,699.6,2014,Summer     ,Rice,3413.0,8114.0,2377.380603574568
14829,Assam,CHIRANG,699.6,2014,Winter     ,Rice,35857.0,58189.0,1622.8072621803274
14830,Assam,DARRANG,699.6,1997,Autumn     ,Rice,68782.0,40252.0,585.2112471286092
14843,Assam,DARRANG,699.6,1997,Summer     ,Rice,7767.0,8937.0,1150.6373117033604
14854,Assam,DARRANG,699.6,1997,Winter     ,Rice,93133.0,70404.0,755.9511666111905
14855,Assam,DARRANG,699.6,1998,Autumn     ,Rice,68800.0,59143.0,859.6366279069767
14870,Assam,DARRANG,699.6,1998,Summer     ,Rice,7795.0,10605.0,1360.4874919820397
14882,Assam,DARRANG,699.6,1998,Winter     ,Rice,82291.0,104485.0,1269.7014254292692
14883,Assam,DARRANG,699.6,1999,Autumn     ,Rice,68700.0,61025.0,888.2823871906842
14898,Assam,DARRANG,699.6,1999,Summer     ,Rice,13501.0,27841.0,2062.1435449225983
14910,Assam,DARRANG,699.6,1999,Winter     ,Rice,104375.0,121213.0,1161.3221556886228
14911,Assam,DARRANG,699.6,2000,Autumn     ,Rice,80258.0,71065.0,885.4569014926861
14926,Assam,DARRANG,699.6,2000,Summer     ,Rice,16100.0,23684.0,1471.055900621118
14938,Assam,DARRANG,699.6,2000,Winter     ,Rice,104475.0,153306.0,1467.394113424264
14939,Assam,DARRANG,699.6,2001,Autumn     ,Rice,77720.0,86816.0,1117.035512094699
14958,Assam,DARRANG,699.6,2001,Summer     ,Rice,16470.0,33010.0,2004.2501517911353
14970,Assam,DARRANG,699.6,2001,Winter     ,Rice,94000.0,148207.0,1576.6702127659576
14971,Assam,DARRANG,699.6,2002,Autumn     ,Rice,62722.0,62640.0,998.6926437294729
14990,Assam,DARRANG,699.6,2002,Summer     ,Rice,16000.0,30154.0,1884.625
15005,Assam,DARRANG,699.6,2002,Winter     ,Rice,91815.0,112768.0,1228.2088983281599
15006,Assam,DARRANG,699.6,2003,Autumn     ,Rice,58340.0,60241.0,1032.5848474460063
15025,Assam,DARRANG,699.6,2003,Summer     ,Rice,13159.0,21880.0,1662.7403298122958
15040,Assam,DARRANG,699.6,2003,Winter     ,Rice,85117.0,133238.0,1565.3512224350013
15041,Assam,DARRANG,699.6,2004,Autumn     ,Rice,60000.0,33992.0,566.5333333333333
15059,Assam,DARRANG,699.6,2004,Summer     ,Rice,10581.0,18529.0,1751.1577355637464
15068,Assam,DARRANG,699.6,2004,Winter     ,Rice,74305.0,103631.0,1394.6706143597335
15069,Assam,DARRANG,699.6,2005,Autumn     ,Rice,33000.0,43188.0,1308.7272727272727
15088,Assam,DARRANG,699.6,2005,Summer     ,Rice,1527.0,2692.0,1762.9338572364113
15099,Assam,DARRANG,699.6,2005,Winter     ,Rice,40639.0,62966.0,1549.398361180147
15100,Assam,DARRANG,699.6,2006,Autumn     ,Rice,19861.0,22279.0,1121.7461356427168
15119,Assam,DARRANG,699.6,2006,Summer     ,Rice,4452.0,9153.0,2055.929919137466
15130,Assam,DARRANG,699.6,2006,Winter     ,Rice,26025.0,36479.0,1401.6906820365034
15131,Assam,DARRANG,699.6,2007,Autumn     ,Rice,13275.0,15832.0,1192.6177024482108
15149,Assam,DARRANG,699.6,2007,Summer     ,Rice,12328.0,29205.0,2368.997404282933
15163,Assam,DARRANG,699.6,2007,Winter     ,Rice,33086.0,51623.0,1560.2671824941062
15164,Assam,DARRANG,699.6,2008,Autumn     ,Rice,12362.0,16859.0,1363.7760880116487
15182,Assam,DARRANG,699.6,2008,Summer     ,Rice,19078.0,46016.0,2411.9928713701647
15195,Assam,DARRANG,699.6,2008,Winter     ,Rice,48213.0,81778.0,1696.1815278037043
15196,Assam,DARRANG,699.6,2009,Autumn     ,Rice,14624.0,10676.0,730.0328227571116
15214,Assam,DARRANG,699.6,2009,Summer     ,Rice,19192.0,46521.0,2423.9787411421426
15227,Assam,DARRANG,699.6,2009,Winter     ,Rice,45540.0,72682.0,1596.0035133948177
15228,Assam,DARRANG,699.6,2010,Autumn     ,Rice,14941.0,20783.0,1391.0046181647815
15248,Assam,DARRANG,699.6,2010,Summer     ,Rice,21000.0,56679.0,2699.0
15260,Assam,DARRANG,699.6,2010,Winter     ,Rice,49360.0,110863.0,2246.0089141004864
15262,Assam,DARRANG,699.6,2011,Autumn     ,Rice,11823.0,19359.0,1637.4016747018522
15289,Assam,DARRANG,699.6,2011,Summer     ,Rice,19394.0,56669.0,2921.9861812931836
15297,Assam,DARRANG,699.6,2011,Winter     ,Rice,48505.0,105445.0,2173.8995979795895
15299,Assam,DARRANG,699.6,2012,Autumn     ,Rice,7620.0,10527.0,1381.4960629921259
15326,Assam,DARRANG,699.6,2012,Summer     ,Rice,19850.0,70825.0,3568.010075566751
15334,Assam,DARRANG,699.6,2012,Winter     ,Rice,48808.0,97931.0,2006.453860022947
15336,Assam,DARRANG,699.6,2013,Autumn     ,Rice,3616.0,4050.0,1120.0221238938052
15364,Assam,DARRANG,699.6,2013,Summer     ,Rice,17837.0,64285.0,3604.025340584179
15372,Assam,DARRANG,699.6,2013,Winter     ,Rice,48236.0,92981.0,1927.6266688780165
15374,Assam,DARRANG,699.6,2014,Autumn     ,Rice,3304.0,4990.0,1510.2905569007264
15401,Assam,DARRANG,699.6,2014,Summer     ,Rice,17356.0,65241.0,3758.9882461396637
15408,Assam,DARRANG,699.6,2014,Winter     ,Rice,48413.0,102861.0,2124.656600499866
15409,Assam,DHEMAJI,699.6,1997,Autumn     ,Rice,12750.0,7036.0,551.843137254902
15422,Assam,DHEMAJI,699.6,1997,Summer     ,Rice,4525.0,3012.0,665.6353591160221
15433,Assam,DHEMAJI,699.6,1997,Winter     ,Rice,44725.0,38042.0,850.5757406372275
15434,Assam,DHEMAJI,699.6,1998,Autumn     ,Rice,11900.0,7700.0,647.0588235294117
15449,Assam,DHEMAJI,699.6,1998,Summer     ,Rice,5891.0,7526.0,1277.5420132405363
15461,Assam,DHEMAJI,699.6,1998,Winter     ,Rice,33282.0,42704.0,1283.0959677903973
15462,Assam,DHEMAJI,699.6,1999,Autumn     ,Rice,14198.0,12823.0,903.1553739963375
15477,Assam,DHEMAJI,699.6,1999,Summer     ,Rice,6385.0,4277.0,669.8512137823022
15489,Assam,DHEMAJI,699.6,1999,Winter     ,Rice,51348.0,78653.0,1531.7636519436005
15490,Assam,DHEMAJI,699.6,2000,Autumn     ,Rice,10633.0,7165.0,673.845575096398
15505,Assam,DHEMAJI,699.6,2000,Summer     ,Rice,7030.0,7007.0,996.728307254623
15517,Assam,DHEMAJI,699.6,2000,Winter     ,Rice,54511.0,86567.0,1588.0647942617086
15518,Assam,DHEMAJI,699.6,2001,Autumn     ,Rice,12135.0,10022.0,825.8755665430573
15537,Assam,DHEMAJI,699.6,2001,Summer     ,Rice,7572.0,8705.0,1149.6302165874274
15549,Assam,DHEMAJI,699.6,2001,Winter     ,Rice,52550.0,72117.0,1372.350142721218
15550,Assam,DHEMAJI,699.6,2002,Autumn     ,Rice,12770.0,9987.0,782.0673453406421
15569,Assam,DHEMAJI,699.6,2002,Summer     ,Rice,7270.0,6033.0,829.8486932599725
15584,Assam,DHEMAJI,699.6,2002,Winter     ,Rice,50420.0,60603.0,1201.9635065450218
15585,Assam,DHEMAJI,699.6,2003,Autumn     ,Rice,12577.0,10108.0,803.6892740717182
15604,Assam,DHEMAJI,699.6,2003,Summer     ,Rice,7305.0,4722.0,646.4065708418891
15619,Assam,DHEMAJI,699.6,2003,Winter     ,Rice,51920.0,60604.0,1167.2573189522343
15620,Assam,DHEMAJI,699.6,2004,Autumn     ,Rice,11500.0,5762.0,501.04347826086956
15637,Assam,DHEMAJI,699.6,2004,Summer     ,Rice,6282.0,4792.0,762.8143903215537
15646,Assam,DHEMAJI,699.6,2004,Winter     ,Rice,56610.0,68235.0,1205.352411234764
15647,Assam,DHEMAJI,699.6,2005,Autumn     ,Rice,11309.0,5010.0,443.00999204173667
15666,Assam,DHEMAJI,699.6,2005,Summer     ,Rice,3394.0,2958.0,871.5380082498527
15677,Assam,DHEMAJI,699.6,2005,Winter     ,Rice,67975.0,82536.0,1214.2111070246415
15678,Assam,DHEMAJI,699.6,2006,Autumn     ,Rice,9174.0,6822.0,743.6232831916285
15697,Assam,DHEMAJI,699.6,2006,Summer     ,Rice,3446.0,3573.0,1036.8543238537434
15709,Assam,DHEMAJI,699.6,2006,Winter     ,Rice,65130.0,83114.0,1276.1246737294641
15710,Assam,DHEMAJI,699.6,2007,Autumn     ,Rice,7944.0,5711.0,718.9073514602215
15729,Assam,DHEMAJI,699.6,2007,Summer     ,Rice,3195.0,7243.0,2266.97965571205
15743,Assam,DHEMAJI,699.6,2007,Winter     ,Rice,63270.0,81220.0,1283.704757388968
15744,Assam,DHEMAJI,699.6,2008,Autumn     ,Rice,7202.0,4935.0,685.2263260205499
15763,Assam,DHEMAJI,699.6,2008,Summer     ,Rice,1703.0,2317.0,1360.540223135643
15777,Assam,DHEMAJI,699.6,2008,Winter     ,Rice,63280.0,67130.0,1060.8407079646017
15778,Assam,DHEMAJI,699.6,2009,Autumn     ,Rice,7823.0,5733.0,732.8390642975841
15797,Assam,DHEMAJI,699.6,2009,Summer     ,Rice,4462.0,3862.0,865.5311519497983
15811,Assam,DHEMAJI,699.6,2009,Winter     ,Rice,59652.0,83373.0,1397.656407161537
15812,Assam,DHEMAJI,699.6,2010,Autumn     ,Rice,8915.0,6964.0,781.1553561413348
15832,Assam,DHEMAJI,699.6,2010,Summer     ,Rice,3150.0,4446.0,1411.4285714285713
15845,Assam,DHEMAJI,699.6,2010,Winter     ,Rice,64892.0,87301.0,1345.327621278432
15847,Assam,DHEMAJI,699.6,2011,Autumn     ,Rice,9305.0,7164.0,769.908651262762
15876,Assam,DHEMAJI,699.6,2011,Summer     ,Rice,2172.0,3848.0,1771.6390423572743
15884,Assam,DHEMAJI,699.6,2011,Winter     ,Rice,67265.0,96573.0,1435.7095071731212
15886,Assam,DHEMAJI,699.6,2012,Autumn     ,Rice,9075.0,12021.0,1324.6280991735537
15914,Assam,DHEMAJI,699.6,2012,Summer     ,Rice,2915.0,5757.0,1974.9571183533449
15922,Assam,DHEMAJI,699.6,2012,Winter     ,Rice,68005.0,110152.0,1619.763252702007
15924,Assam,DHEMAJI,699.6,2013,Autumn     ,Rice,9630.0,14723.0,1528.8681204569054
15953,Assam,DHEMAJI,699.6,2013,Summer     ,Rice,4420.0,8883.0,2009.7285067873304
15961,Assam,DHEMAJI,699.6,2013,Winter     ,Rice,68300.0,105539.0,1545.2269399707175
15963,Assam,DHEMAJI,699.6,2014,Autumn     ,Rice,9379.0,12595.0,1342.8936986885597
15991,Assam,DHEMAJI,699.6,2014,Summer     ,Rice,8500.0,12823.0,1508.5882352941176
15998,Assam,DHEMAJI,699.6,2014,Winter     ,Rice,67660.0,106274.0,1570.7064735441916
15999,Assam,DHUBRI,699.6,1997,Autumn     ,Rice,62078.0,25030.0,403.20242275846516
16012,Assam,DHUBRI,699.6,1997,Summer     ,Rice,21085.0,15466.0,733.5072326298316
16023,Assam,DHUBRI,699.6,1997,Winter     ,Rice,54249.0,34696.0,639.5693929842025
16024,Assam,DHUBRI,699.6,1998,Autumn     ,Rice,61130.0,42143.0,689.3996401112383
16039,Assam,DHUBRI,699.6,1998,Summer     ,Rice,32483.0,61865.0,1904.5346796786012
16051,Assam,DHUBRI,699.6,1998,Winter     ,Rice,41378.0,34890.0,843.2017013872106
16052,Assam,DHUBRI,699.6,1999,Autumn     ,Rice,53533.0,31885.0,595.6139203855565
16067,Assam,DHUBRI,699.6,1999,Summer     ,Rice,42747.0,113070.0,2645.0979016071306
16079,Assam,DHUBRI,699.6,1999,Winter     ,Rice,55397.0,75492.0,1362.7452750148925
16080,Assam,DHUBRI,699.6,2000,Autumn     ,Rice,34476.0,20677.0,599.7505511080171
16095,Assam,DHUBRI,699.6,2000,Summer     ,Rice,42849.0,96283.0,2247.030269084459
16107,Assam,DHUBRI,699.6,2000,Winter     ,Rice,55247.0,77761.0,1407.5153401994678
16108,Assam,DHUBRI,699.6,2001,Autumn     ,Rice,33201.0,25597.0,770.970753892955
16127,Assam,DHUBRI,699.6,2001,Summer     ,Rice,47775.0,119692.0,2505.3270538984825
16139,Assam,DHUBRI,699.6,2001,Winter     ,Rice,50035.0,50854.0,1016.3685420205856
16140,Assam,DHUBRI,699.6,2002,Autumn     ,Rice,28160.0,24945.0,885.8309659090909
16159,Assam,DHUBRI,699.6,2002,Summer     ,Rice,47608.0,101119.0,2123.9917660897327
16174,Assam,DHUBRI,699.6,2002,Winter     ,Rice,53147.0,73955.0,1391.5178655427399
16175,Assam,DHUBRI,699.6,2003,Autumn     ,Rice,25280.0,18024.0,712.9746835443038
16194,Assam,DHUBRI,699.6,2003,Summer     ,Rice,47908.0,104444.0,2180.0951824329964
16209,Assam,DHUBRI,699.6,2003,Winter     ,Rice,52703.0,68017.0,1290.5716942109557
16210,Assam,DHUBRI,699.6,2004,Autumn     ,Rice,24533.0,18005.0,733.9094281172298
16228,Assam,DHUBRI,699.6,2004,Summer     ,Rice,47750.0,102224.0,2140.8167539267015
16237,Assam,DHUBRI,699.6,2004,Winter     ,Rice,33680.0,44188.0,1311.9952494061758
16238,Assam,DHUBRI,699.6,2005,Autumn     ,Rice,20905.0,24361.0,1165.3193016024875
16257,Assam,DHUBRI,699.6,2005,Summer     ,Rice,36775.0,77302.0,2102.0258327668253
16268,Assam,DHUBRI,699.6,2005,Winter     ,Rice,35593.0,44141.0,1240.1595819402692
16269,Assam,DHUBRI,699.6,2006,Autumn     ,Rice,18171.0,8264.0,454.7906004072423
16287,Assam,DHUBRI,699.6,2006,Summer     ,Rice,37514.0,111806.0,2980.380657887722
16299,Assam,DHUBRI,699.6,2006,Winter     ,Rice,33278.0,30927.0,929.3527255243705
16300,Assam,DHUBRI,699.6,2007,Autumn     ,Rice,17727.0,15300.0,863.0902013877137
16318,Assam,DHUBRI,699.6,2007,Summer     ,Rice,38443.0,110250.0,2867.882319277892
16332,Assam,DHUBRI,699.6,2007,Winter     ,Rice,32955.0,35146.0,1066.484600212411
16333,Assam,DHUBRI,699.6,2008,Autumn     ,Rice,16741.0,21135.0,1262.4693865360491
16351,Assam,DHUBRI,699.6,2008,Summer     ,Rice,53404.0,111046.0,2079.3573515092503
16364,Assam,DHUBRI,699.6,2008,Winter     ,Rice,29158.0,38985.0,1337.025859112422
16365,Assam,DHUBRI,699.6,2009,Autumn     ,Rice,13235.0,7945.0,600.3022289384209
16383,Assam,DHUBRI,699.6,2009,Summer     ,Rice,53822.0,120411.0,2237.207833228048
16397,Assam,DHUBRI,699.6,2009,Winter     ,Rice,28871.0,33918.0,1174.8120951820165
16398,Assam,DHUBRI,699.6,2010,Autumn     ,Rice,7488.0,4629.0,618.1891025641025
16417,Assam,DHUBRI,699.6,2010,Summer     ,Rice,54200.0,172864.0,3189.372693726937
16429,Assam,DHUBRI,699.6,2010,Winter     ,Rice,33097.0,49607.0,1498.8367525757621
16431,Assam,DHUBRI,699.6,2011,Autumn     ,Rice,4380.0,2710.0,618.7214611872146
16457,Assam,DHUBRI,699.6,2011,Summer     ,Rice,52700.0,168047.0,3188.7476280834912
16465,Assam,DHUBRI,699.6,2011,Winter     ,Rice,35500.0,54327.0,1530.338028169014
16467,Assam,DHUBRI,699.6,2012,Autumn     ,Rice,4298.0,2341.0,544.6719404374128
16492,Assam,DHUBRI,699.6,2012,Summer     ,Rice,53050.0,190523.0,3591.3854853911403
16500,Assam,DHUBRI,699.6,2012,Winter     ,Rice,35600.0,56164.0,1577.6404494382023
16502,Assam,DHUBRI,699.6,2013,Autumn     ,Rice,4169.0,5349.0,1283.0414967618133
16528,Assam,DHUBRI,699.6,2013,Summer     ,Rice,47295.0,167391.0,3539.2959086584206
16536,Assam,DHUBRI,699.6,2013,Winter     ,Rice,35140.0,63545.0,1808.338076266363
16538,Assam,DHUBRI,699.6,2014,Autumn     ,Rice,4075.0,3852.0,945.2760736196319
16563,Assam,DHUBRI,699.6,2014,Summer     ,Rice,51015.0,193213.0,3787.3762618837595
16570,Assam,DHUBRI,699.6,2014,Winter     ,Rice,30968.0,39396.0,1272.1518987341772
16571,Assam,DIBRUGARH,699.6,1997,Autumn     ,Rice,10448.0,13674.0,1308.7672281776418
16583,Assam,DIBRUGARH,699.6,1997,Summer     ,Rice,314.0,376.0,1197.4522292993631
16595,Assam,DIBRUGARH,699.6,1997,Winter     ,Rice,77456.0,88908.0,1147.8516835364594
16596,Assam,DIBRUGARH,699.6,1998,Autumn     ,Rice,8820.0,15544.0,1762.3582766439908
16610,Assam,DIBRUGARH,699.6,1998,Summer     ,Rice,428.0,853.0,1992.9906542056074
16622,Assam,DIBRUGARH,699.6,1998,Winter     ,Rice,75380.0,113898.0,1510.9843459803662
16623,Assam,DIBRUGARH,699.6,1999,Autumn     ,Rice,7271.0,12257.0,1685.7378627424014
16637,Assam,DIBRUGARH,699.6,1999,Summer     ,Rice,446.0,990.0,2219.730941704036
16649,Assam,DIBRUGARH,699.6,1999,Winter     ,Rice,77358.0,121536.0,1571.085084929807
16650,Assam,DIBRUGARH,699.6,2000,Autumn     ,Rice,8990.0,13676.0,1521.2458286985539
16664,Assam,DIBRUGARH,699.6,2000,Summer     ,Rice,438.0,906.0,2068.4931506849316
16676,Assam,DIBRUGARH,699.6,2000,Winter     ,Rice,77733.0,139429.0,1793.6912250910166
16677,Assam,DIBRUGARH,699.6,2001,Autumn     ,Rice,8661.0,8709.0,1005.5420852095601
16695,Assam,DIBRUGARH,699.6,2001,Summer     ,Rice,502.0,1006.0,2003.98406374502
16707,Assam,DIBRUGARH,699.6,2001,Winter     ,Rice,76890.0,125269.0,1629.1975549486278
16708,Assam,DIBRUGARH,699.6,2002,Autumn     ,Rice,8576.0,10431.0,1216.3013059701493
16726,Assam,DIBRUGARH,699.6,2002,Summer     ,Rice,88.0,167.0,1897.7272727272727
16741,Assam,DIBRUGARH,699.6,2002,Winter     ,Rice,77726.0,116065.0,1493.2583691428865
16742,Assam,DIBRUGARH,699.6,2003,Autumn     ,Rice,5828.0,7163.0,1229.0665751544268
16760,Assam,DIBRUGARH,699.6,2003,Summer     ,Rice,90.0,161.0,1788.888888888889
16775,Assam,DIBRUGARH,699.6,2003,Winter     ,Rice,77765.0,142704.0,1835.0671896097217
16776,Assam,DIBRUGARH,699.6,2004,Autumn     ,Rice,5828.0,5907.0,1013.5552505147564
