Area,Production,UREA,DAP,MAP,MOP,NPK,TSP,Labour_hours,Rainfall,Yield
468,1727,1,0.6,1,1,1,1,1004.2,1094,3690.17094
8067,54017,1,0.6,1,1,1,1,1004.2,1094,6696.045618
495,1938,1,0.6,1,1,1,1,1004.2,1094,3915.151515
9485,71659,1,0.6,1,1,1,1,1004.2,1094,7554.98155
513,1626,1,0.6,1,1,1,1,1004.2,1094,3169.590643
10684,92096,1,0.6,1,1,1,1,1004.2,1094,8619.992512
755,2500,1,0.6,1,1,1,1,1004.2,1094,3311.258278
12156,98257,1,0.6,1,1,1,1,1004.2,1094,8083.004278
1700,3100,1,0.6,1,1,1,1,1004.2,1094,1823.529412
5000,19000,1,0.6,1,1,1,1,1004.2,1094,3800
2300,4700,1,0.6,1,1,1,1,1004.2,1094,2043.478261
2800,14100,1,0.6,1,1,1,1,1004.2,1094,5035.714286
3853,10946,1,0.6,1,1,1,1,1004.2,1094,2840.903192
3755,18178,1,0.6,1,1,1,1,1004.2,1094,4841.011984
5281,13752,1,0.6,1,1,1,1,1004.2,1094,2604.052263
4516,24314,1,0.6,1,1,1,1,1004.2,1094,5383.968113
2549,6814,1,0.6,1,1,1,1,1004.2,1094,2673.205179
4369,28281,1,0.6,1,1,1,1,1004.2,1094,6473.105974
2327,2255,1,0.6,1,1,1,1,1004.2,1094,969.0588741
6450,44699,1,0.6,1,1,1,1,1004.2,1094,6930.077519
3891,6677,1,0.6,1,1,1,1,1004.2,1094,1716.011308
22949,128514,1,0.6,1,1,1,1,1004.2,1094,5599.98257
2749,8121,1,0.6,1,1,1,1,1004.2,1094,2954.165151
32788,279714,1,0.6,1,1,1,1,1004.2,1094,8530.986946
1617,5786,1,0.6,1,1,1,1,1004.2,1094,3578.231293
22565,237023,1,0.6,1,1,1,1,1004.2,1094,10504.01064
1132,3104,1,0.6,1,1,1,1,1004.2,1094,2742.04947
34010,280276,1,0.6,1,1,1,1,1004.2,1094,8240.987945
1000,3000,1,0.6,1,1,1,1,1004.2,1094,3000
58000,517000,1,0.6,1,1,1,1,1004.2,1094,8913.793103
784,2522,1,0.6,1,1,1,1,1004.2,1094,3216.836735
95547,950884,1,0.6,1,1,1,1,1004.2,1094,9952.002679
530,1912,1,0.6,1,1,1,1,1004.2,1094,3607.54717
68798,529745,1,0.6,1,1,1,1,1004.2,1094,7700.005814
269,802,1,0.6,1,1,1,1,1004.2,1094,2981.412639
80083,904377,1,0.6,1,1,1,1,1004.2,1094,11292.99602
792,2922,1,0.6,1,1,1,1,1004.2,1094,3689.393939
70965,627331,1,0.6,1,1,1,1,1004.2,1094,8840.005637
1103,4319,1,0.6,1,1,1,1,1004.2,1094,3915.684497
82043,662579,1,0.6,1,1,1,1,1004.2,1094,8075.996733
1530,4850,1,0.6,1,1,1,1,1004.2,1094,3169.934641
85535,643394,1,0.6,1,1,1,1,1004.2,1094,7521.996843
367,1215,1,0.6,1,1,1,1,1004.2,1094,3310.626703
63701,611020,1,0.6,1,1,1,1,1004.2,1094,9592.000126
200,100,1,0.6,1,1,1,1,1004.2,1094,500
100,100,1,0.6,1,1,1,1,1004.2,1094,1000
104,295,1,0.6,1,1,1,1,1004.2,1094,2836.538462
11,53,1,0.6,1,1,1,1,1004.2,1094,4818.181818
104,271,1,0.6,1,1,1,1,1004.2,1094,2605.769231
51,275,1,0.6,1,1,1,1,1004.2,1094,5392.156863
53,142,1,0.6,1,1,1,1,1004.2,1094,2679.245283
31,201,1,0.6,1,1,1,1,1004.2,1094,6483.870968
136,132,1,0.6,1,1,1,1,1004.2,1094,970.5882353
25,173,1,0.6,1,1,1,1,1004.2,1094,6920
68,117,1,0.6,1,1,1,1,1004.2,1094,1720.588235
4,22,1,0.6,1,1,1,1,1004.2,1094,5500
125,359,1,0.6,1,1,1,1,1004.2,1094,2872
156,804,1,0.6,1,1,1,1,1004.2,1094,5153.846154
1,7,1,0.6,1,1,1,1,1004.2,1094,7000
123,439,1,0.6,1,1,1,1,1004.2,1094,3569.105691
35,265,1,0.6,1,1,1,1,1004.2,1094,7571.428571
623,2909,1,0.6,1,1,1,1,1004.2,1094,4669.341894
1398,12344,1,0.6,1,1,1,1,1004.2,1094,8829.756795
559,2072,1,0.6,1,1,1,1,1004.2,1094,3706.618962
840,6140,1,0.6,1,1,1,1,1004.2,1094,7309.52381
426,2182,1,0.6,1,1,1,1,1004.2,1094,5122.065728
987,8998,1,0.6,1,1,1,1,1004.2,1094,9116.514691
574,1903,1,0.6,1,1,1,1,1004.2,1094,3315.33101
1014,7868,1,0.6,1,1,1,1,1004.2,1094,7759.368836
497,2017,1,0.6,1,1,1,1,1004.2,1094,4058.350101
2201,15596,1,0.6,1,1,1,1,1004.2,1094,7085.870059
1125,4537,1,0.6,1,1,1,1,1004.2,1094,4032.888889
4364,32529,1,0.6,1,1,1,1,1004.2,1094,7453.941338
408,1336,1,0.6,1,1,1,1,1004.2,1094,3274.509804
2945,19243,1,0.6,1,1,1,1,1004.2,1094,6534.125637
5900,10500,1,0.6,1,1,1,1,1004.2,1094,1779.661017
2200,8200,1,0.6,1,1,1,1,1004.2,1094,3727.272727
3000,6200,1,0.6,1,1,1,1,1004.2,1094,2066.666667
1700,8600,1,0.6,1,1,1,1,1004.2,1094,5058.823529
5147,14623,1,0.6,1,1,1,1,1004.2,1094,2841.072469
2301,11139,1,0.6,1,1,1,1,1004.2,1094,4840.938722
7375,19205,1,0.6,1,1,1,1,1004.2,1094,2604.067797
3009,16200,1,0.6,1,1,1,1,1004.2,1094,5383.848455
4512,12061,1,0.6,1,1,1,1,1004.2,1094,2673.093972
2707,17522,1,0.6,1,1,1,1,1004.2,1094,6472.848171
5834,5653,1,0.6,1,1,1,1,1004.2,1094,968.9749743
4186,29002,1,0.6,1,1,1,1,1004.2,1094,6928.332537
6576,11284,1,0.6,1,1,1,1,1004.2,1094,1715.93674
5626,31506,1,0.6,1,1,1,1,1004.2,1094,5600.071098
7788,35467,1,0.6,1,1,1,1,1004.2,1094,4554.057524
5607,45170,1,0.6,1,1,1,1,1004.2,1094,8056.001427
7483,37797,1,0.6,1,1,1,1,1004.2,1094,5051.049045
5988,38162,1,0.6,1,1,1,1,1004.2,1094,6373.079492
4971,22504,1,0.6,1,1,1,1,1004.2,1094,4527.05693
6131,57552,1,0.6,1,1,1,1,1004.2,1094,9387.049421
4000,23000,1,0.6,1,1,1,1,1004.2,1094,5750
13000,102000,1,0.6,1,1,1,1,1004.2,1094,7846.153846
5070,25005,1,0.6,1,1,1,1,1004.2,1094,4931.952663
24249,205365,1,0.6,1,1,1,1,1004.2,1094,8469.009031
3552,16339,1,0.6,1,1,1,1,1004.2,1094,4599.943694
