Area,Production,UREA,DAP,MAP,MOP,NPK,TSP,Labour_hours,Rainfall,Yield
2983,37144,1,0.6,1,1,1,1,562,1094,12451.89407
381,6556,1,0.6,1,1,1,1,562,1094,17207.34908
105,1735,1,0.6,1,1,1,1,562,1094,16523.80952
11,154,1,0.6,1,1,1,1,562,1094,14000
51,897,1,0.6,1,1,1,1,562,1094,17588.23529
10,139,1,0.6,1,1,1,1,562,1094,13900
59,933,1,0.6,1,1,1,1,562,1094,15813.55932
16,203,1,0.6,1,1,1,1,562,1094,12687.5
107,1347,1,0.6,1,1,1,1,562,1094,12588.78505
7,102,1,0.6,1,1,1,1,562,1094,14571.42857
85,935,1,0.6,1,1,1,1,562,1094,11000
8,136,1,0.6,1,1,1,1,562,1094,17000
91,1594,1,0.6,1,1,1,1,562,1094,17516.48352
61,1144,1,0.6,1,1,1,1,562,1094,18754.09836
101,1999,1,0.6,1,1,1,1,562,1094,19792.07921
52,872,1,0.6,1,1,1,1,562,1094,16769.23077
75,895,1,0.6,1,1,1,1,562,1094,11933.33333
31,521,1,0.6,1,1,1,1,562,1094,16806.45161
60,578,1,0.6,1,1,1,1,562,1094,9633.333333
7,113,1,0.6,1,1,1,1,562,1094,16142.85714
52,1320,1,0.6,1,1,1,1,562,1094,25384.61538
2,40,1,0.6,1,1,1,1,562,1094,20000
16,209,1,0.6,1,1,1,1,562,1094,13062.5
7,101,1,0.6,1,1,1,1,562,1094,14428.57143
25,640,1,0.6,1,1,1,1,562,1094,25600
2,38,1,0.6,1,1,1,1,562,1094,19000
2,44,1,0.6,1,1,1,1,562,1094,22000
2,37,1,0.6,1,1,1,1,562,1094,18500
13,230,1,0.6,1,1,1,1,562,1094,17692.30769
10678,156507,1,0.6,1,1,1,1,562,1094,14656.95823
8564,126747,1,0.6,1,1,1,1,562,1094,14799.97665
1098,23828,1,0.6,1,1,1,1,562,1094,21701.27505
9130,139853,1,0.6,1,1,1,1,562,1094,15317.96276
1474,37322,1,0.6,1,1,1,1,562,1094,25320.2171
8365,104964,1,0.6,1,1,1,1,562,1094,12547.99761
1290,25465,1,0.6,1,1,1,1,562,1094,19740.31008
9665,153461,1,0.6,1,1,1,1,562,1094,15878.01345
1184,26927,1,0.6,1,1,1,1,562,1094,22742.39865
13121,234367,1,0.6,1,1,1,1,562,1094,17861.97698
953,17928,1,0.6,1,1,1,1,562,1094,18812.17209
12216,254752,1,0.6,1,1,1,1,562,1094,20853.96202
2559,60664,1,0.6,1,1,1,1,562,1094,23706.13521
11174,203065,1,0.6,1,1,1,1,562,1094,18172.99087
1321,29893,1,0.6,1,1,1,1,562,1094,22629.06889
14000,248000,1,0.6,1,1,1,1,562,1094,17714.28571
2000,37000,1,0.6,1,1,1,1,562,1094,18500
16549,294241,1,0.6,1,1,1,1,562,1094,17779.98671
1674,41274,1,0.6,1,1,1,1,562,1094,24655.91398
13868,243855,1,0.6,1,1,1,1,562,1094,17584.00635
1454,35200,1,0.6,1,1,1,1,562,1094,24209.0784
16300,360197,1,0.6,1,1,1,1,562,1094,22097.97546
3014,84151,1,0.6,1,1,1,1,562,1094,27920.03981
24460,358241,1,0.6,1,1,1,1,562,1094,14645.99346
2449,68156,1,0.6,1,1,1,1,562,1094,27830.13475
14931,291483,1,0.6,1,1,1,1,562,1094,19522.00121
1629,30156,1,0.6,1,1,1,1,562,1094,18511.97053
14961,299923,1,0.6,1,1,1,1,562,1094,20046.98884
